Journal Title,Publisher,ISSN,ISSN Online,Year Inception,Web Address,Field of Research,ABDC Rating 
"Small Group Research: an international journal of theory, investigation and application",Sage Publications,1046-4964	,1552-8278	,1970	,http://www.sagepub.com/,1503	,A 
Smart and Sustainable Built Environment,Emerald Group Publishing Ltd,2046-6099	,	,2012	,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=sasbe ,1504	,C 
Soccer & Society,Taylor & Francis Online,1466-0970	,1743-9590	,	,http://www.tandfonline.com/fsas,1504	,C 
Social and Economic Studies,Institute of Social and Economic Research,0037-7651	,	,1953	,http://sesjournaluwi.blogspot.com.au/,1402	,C 
Social and Environmental Accountability Journal,Taylor & Francis Online,0969-160X	,2156-2245	,	,http://www.tandfonline.com/reaj,1501	,B 
Social Business: An Interdisiplinary Journal,Westburn Publishers Ltd,2044-4087	,2044-9860	,2011	,www.socialbusinessperiodical.com,1599	,B 
Social Choice and Welfare,Springer International Publishing,0176-1714	,1432-217X	,1984	,http://www.springerlink.com/,1402	,A 
Social Enterprise Journal,Emerald Group Publishing,1750-8614	,1750-8533	,2005	,http://www.emeraldinsight.com/,1503	,C 
Social Forces,Oxford University Press,0037-7732	,1534-7605	,1992	,http://www.oxfordjournals.org/our_journals/sf/access_purchase/price_list.html,1503	,A 
Social Indicators Research,Springer International Publishing,0303-8300	,1573-0921	,1974	,http://springerlink.metapress.com/openurl.asp?genre=journal&issn=0303-8300,1503	,A 
Social Justice Research,Springer International Publishing,0885-7466	,1573-6725	,1986	,http://www.springer.com/psychology/personality+%26+social+psychology/journal/11211,1503	,B 
Social Marketing Quarterly,Sage Publishing,1524-5004	,1539-4093	,1994	,http://smq.sagepub.com/,1505	,C 
Social Policy and Administration: an international journal of policy and research,"John Wiley & Sons, Inc.",0144-5596	,1467-9515	,1967	,http://www.wiley.com/,1503	,A 
Social Policy Journal of New Zealand: te puna whakaaro,Social Policy Agency,1172-4382	,1177-9837	,1993	,http://www.msd.govt.nz/publications/journal/index.html,1503	,C 
Social Problems,Oxford University Press,0037-7791	,1533-8533	,1953	,http://www.ucpressjournals.com/journal.asp?j=sp,1503	,A 
Social Psychological and Personality Science,Sage Publications,1948-5506	,1948-5514	,2010	,http://spp.sagepub.com/,1503	,B 
Social Research: an international quarterly of the social sciences,Johns Hopkins University Press,0037-783X	,1944-768X	,1934	,https://www.press.jhu.edu/journals/social_research/,1503	,C 
Social Responsibility Journal,Emerald Group Publishing,1747-1117	,1758-857X	,2004	,http://www.emeraldinsight.com/journal/srj,1503	,B 
Social Science Information: information sur les sciences sociales,Sage Publications,0539-0184	,1461-7412	,1954	,http://ssi.sagepub.com/,1503	,C 
Social Science Japan Journal ,OXford University Press,1369-1465	,1468-2680	,	,http://ssjj.oxfordjournals.org/,1503	,C 
Social Science Quarterly,"John Wiley & Sons, Inc.",0038-4941	,1540-6237	,1920	,http://www.wiley.com/bw/journal.asp?ref=0038-4941,1503	,B 
Social Service Review,The University of Chicago Press,0037-7961	,1537-5404	,1927	,http://www.journals.uchicago.edu/toc/ssr/current,1503	,B 
Society and Business Review,Emerald Group Publishing,1746-5680	,1746-5699	,2006	,http://www.emeraldinsight.com/loi/sbr,1503	,B 
Society and Economy,Akadémiai Kiadó Zrt,1588-9726	,1588-970X	,1979	,http://akkrt.hu/60/journals/products/economics/society_and_economy_eng,1402	,C 
Socio-Economic History,"Shakai Keizai Shigakkai, Japan",0038-0113	,	,1931	,,1503	,B 
Socio-Economic Planning Sciences,Elsevier ,0038-0121	,	,1967	,http://www.journals.elsevier.com/socio-economic-planning-sciences/,1499	,C 
Socio-Economic Review,Oxford University Press ,1475-1461	,1475-147X	,2003	,http://ser.oxfordjournals.org/,1503	,A 
Socioanalysis Journal,Group Relations Australia ,1442-4444	,1442-4444	,1999	,http://grouprelations.org.au/store,1503	,B 
Sociological Inquiry,"John Wiley & Sons, Inc.",0038-0245	,1475-682X	,1930	,http://www.wiley.com/bw/journal.asp?ref=0038-0245,1503	,A 
Sociological Methodology,Sage Publications,0081-1750	,1467-9531	,1969	,http://smx.sagepub.com/,1503	,A 
Sociological Methods and Research,Sage Publications,0049-1241	,1552-8294	,1972	,http://smr.sagepub.com/,1503	,A 
Sociological Theory,American Sociological Association,0736-2751	,1467-9558	,1983	,http://www.asanet.org/research-and-publications/journals/sociological-theory,1503	,A 
Sociologie du Travail,Elsevier ,0038-0296	,1777-5701	,1959	,http://www.journals.elsevier.com/sociologie-du-travail/,1503	,B 
Sociology,Sage Publications,0038-0385	,1469-8684	,1967	,http://soc.sagepub.com/,1503	,A* 
Sociology of Sport Journal,"Human Kinetics Publishers, Inc.",0741-1235	,1543-2785	,1984	,http://hk.humankinetics.com/,1504	,A 
South African Journal of Business Management,APM,2078-5585	,2078-5976	,1970	,http://sajbm.com/,1503	,C 
South African Journal of Economic and Management Sciences,University of Pretoria,1015-8812	,	,1988	,http://www.journals.co.za/ej/ejour_ecoman.html,1402	,C 
South African Journal of Economic History,Economic History Society of Southern Africa,1011-3436	,	,1982	,http://www.journals.co.za/ej/images/sajeh_edit.pdf,1402	,C 
South African Journal of Economics,"John Wiley & Sons, Inc.",0038-2280	,1813-6982	,1933	,https://authorservices.wiley.com/bauthor/Aims_scope.asp?ref=0038-2280&site=1,1402	,B 
South African Statistical Journal,South African Statiscal Association,0038-271X	,1996-8450	,1967	,http://reference.sabinet.co.za/sa_epublication/sasj,1502	,B 
South Asia Economic Journal,Sage Publications,1391-5614	,1940-1566	,2000	,http://sae.sagepub.com/,1402	,C 
South Asian Journal of Global Business Research,Emerald Group Publishing,2045-4457	,2045-4465	,2012	,http://www.emeraldinsight.com/products/journals/journals.htm?id=sajgbr,1503	,C 
South Asian Journal of Human Resources Management,Sage,2322-0937	,	,2014	,http://hrm.sagepub.com/,1503	,C 
South Asian Journal of Management,Association of Management Development Institutions in South Asia (AMDISA) ,0971-5428	,0971-5428	,1994	,http://www.sajm-amdisa.org/,1503	,C 
South Carolina Journal of International Law and Business,University of South Carolina ,1936-4334	,	,2006	,http://heinonline.org/,180125	,C 
Southern Business and Economic Journal,Auburn Montgomery College of Business ,0735-2476	,	,1977	,http://www.business.aum.edu/about/southern-business-economic-journal,1402	,C 
Southern Business Review,Georgia Southern College ,0884-1373	,0884-1373	,1975	,http://coba.georgiasouthern.edu/pub/southern-business-review/,1503	,C 
Southern Economic Journal,"John Wiley & Sons, Inc. ",0038-4038	,	,1933	,http://www.proquest.co.uk/en-UK/,1402	,A 
Southern Journal of Agricultural Economics,Southern Agricultural Economics Association,0081-3052	,	,1969	,http://ageconsearch.umn.edu/handle/36524,1499	,C 
Spanish Economic Review,Springer International Publishing,1435-5469	,1435-5477	,1971	,http://www.springerlink.com/,1402	,B 
Spanish Review of Financial Economics,Elsevier ,2173-1268	,	,	,http://www.journals.elsevier.com/the-spanish-review-of-financial-economics,1502	,C 
Spatial Economic Analysis,Taylor & Francis Online,1742-1772	,1742-1780	,2006	,http://www.tandfonline.com/toc/rsea20/,1402	,B 
Sport in Society,Taylor & Francis Online,1743-0437	,1743-0445	,1998	,http://www.tandfonline.com/fcss,1504	,B 
Sport Management Education Journal,"Human Kinetics Publishers, Inc.",1938-6974	,2163-2367	,	,http://journals.humankinetics.com/page/about/smej,1504	,C 
Sport Management Review,Elsevier ,1441-3523	,	,1998	,http://www.journals.elsevier.com/sport-management-review,1504	,A 
Sport Marketing Quarterly,"Fitness Information Technology, Inc.",1061-6934	,1557-2528	,1992	,http://www.ebscohost.com/,1505	,B 
Sport Psychologist,"Human Kinetics Publishers, Inc.",0888-4781	,1543-2793	,1987	,http://hk.humankinetics.com/,1504	,B 
"Sport, Business and Management",Emerald Group Publishing Limited,2042-678X	,2042-6798	,	,http://www.emeraldinsight.com/journal/sbm,1504	,C 
"Sport, Education and Society",Taylor & Francis Online,1357-3322	,1470-1243	,	,http://www.tandfonline.com/cses,1504	,B 
Sporting Traditions,Australian Society for Sports History Publications,0813-2577	,	,1984	,http://www.la84foundation.org/,1504	,C 
Sri Lanka Economic Journal,"Sri Lanka Economic Association (SLEA), Colombo ",1391-5894	,	,1986	,,1402	,C 
Sri Lankan Journal of Agricultural Economics,Sri Lanka Agricultural Economics Association ,1391-7358	,	,1993	,http://www.slageconr.net/sjae/sjaeback.html,1402	,C 
Stanford Journal of International Law,Stanford University,0731-5082	,	,1966	,http://web.stanford.edu/group/sjil/,180105	,A 
"Stanford Journal of Law, Business and Finance",Stanford University,1078-8794	,	,1994	,http://sjlbf.stanford.edu,180105	,A 
Statistica Neerlandica,"John Wiley & Sons, Inc.",0039-0402	,1467-9574	,1946	,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9574,104	,A 
Statistica Sinica,Statistica Sinica,1017-0405	,	,1991	,http://www3.stat.sinica.edu.tw/statistica/,104	,A 
Statistical Inference for Stochastic Processes: an international journal devoted to time series analysis and the statistics of continuous time processes and dynamical systems,Springer International Publishing,1387-0874	,1572-9311	,1998	,http://www.springerlink.com/,104	,C 
Statistical Journal of the IAOS,IOS Press,1874-7655	,1875-9254	,1982	,http://www.iospress.nl/journal/statistical-journal-of-the-iaos/,104	,C 
Statistical Methodology,Elsevier ,1572-3127	,	,2004	,http://www.journals.elsevier.com/statistical-methodology,104	,C 
Statistical Methods and Applications,Springer International Publishing,1618-2510	,1613-981X	,1992	,http://www.springerlink.com/,104	,C 
Statistical Methods In Medical Research,Sage Publications,0962-2802	,1477-0334	,1992	,http://smm.sagepub.com/,104	,B 
Statistical Modelling: an international journal,Sage Publications,1471-082X	,1477-0342	,2001	,http://smj.sagepub.com/,104	,B 
Statistical Papers,Springer International Publishing,0932-5026	,1613-9798	,1960	,http://www.springerlink.com/,104	,B 
Statistical Science: a Review Journal,Project Euclid,0883-4237	,	,1986	,http://projecteuclid.org/,104	,A 
Statistics & Risk Modeling (Formerly Statistics and Decisions),De Gruyter Oldenburg Verlag,0721-2631	,	,1982	,http://www.degruyter.com/view/j/strm,104	,C 
Statistics and Computing,Springer International Publishing,0960-3174	,1573-1375	,	,http://www.springer.com/statistics/computational+statistics/journal/11222,104	,A 
Statistics and Probability Letters,Elsevier ,0167-7152	,	,1983	,http://www.journals.elsevier.com/statistics-and-probability-letters,104	,B 
Statistics Education Research Journal,International Association for Statistical Education,1570-1824	,	,2002	,http://www.stat.auckland.ac.nz/,104	,B 
Statistics in Medicine,"John Wiley & Sons, Inc.",0277-6715	,1097-0258	,1982	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-SIM.html,104	,A 
Statistics: a journal of theoretical and applied statistics,Taylor & Francis Online,0233-1888	,1029-4910	,1970	,http://www.tandfonline.com/gsta,104	,B 
Statute Law Review,Oxford University Press ,0144-3593	,1464-3863	,1980	,http://slr.oxfordjournals.org/,180105	,A 
Stochastic Analysis and Applications,Taylor & Francis Online,0736-2994	,1532-9356	,1983	,http://www.tandfonline.com/lsaa,104	,B 
Stochastic Environmental Research and Risk Assessment,Springer International Publishing,1436-3240	,1436-3259	,1987	,http://www.springerlink.com/,104	,B 
Stochastic Models,Taylor & Francis Online,1532-6349	,1532-4214	,1985	,http://www.tandfonline.com/lstm,104	,B 
Stochastic Processes and their Applications,Elsevier ,0304-4149	,	,1973	,http://www.journals.elsevier.com/stochastic-processes-and-their-applications/,104	,A 
Stochastics: an international journal of probability and stochastic processes,Taylor & Francis Online,1744-2508	,1744-2516	,1973	,http://www.tandfonline.com/gssr,104	,C 
Strategic Direction,Emerald Group Publishing,0258-0543	,1758-8588	,1984	,http://www.emeraldinsight.com/,1503	,C 
Strategic Entrepreneurship Journal,"John Wiley & Sons, Inc.",1932-4391	,1932-443X	,2007	,http://interscience.wiley.com/,1503	,A 
Strategic Management Journal,"John Wiley & Sons, Inc.",0143-2095	,1097-0266	,1979	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-SMJ.html,1503	,A* 
Strategic Organization,Sage Publications,1476-1270	,1741-315X	,2003	,http://soq.sagepub.com/,1503	,A 
Strategic Outsourcing Journal,Emerald Group Publishing,1753-8297	,1753-8300	,2008	,http://www.emeraldinsight.com/loi/so,806	,B 
Strategy and Leadership,Emerald Group Publishing,1087-8572	,1758-9568	,1972	,http://www.emeraldinsight.com/loi/sl,1503	,C 
Stress and Health,"John Wiley & Sons, Inc.",1532-3005	,1532-2998	,1985	,https://authorservices.wiley.com/bauthor/Aims_scope.asp?ref=1532-3005&site=1,1503	,A 
Structural Change and Economic Dynamics,Elsevier ,0954-349X	,1873-6017	,1989	,http://www.journals.elsevier.com/structural-change-and-economic-dynamics,1402	,B 
Structural Equation Modelling,Taylor & Francis Online,1070-5511	,1532-8007	,1994	,http://www.tandfonline.com/hsem,1503	,A 
Studi Economici e Sociali: rivista di vita economica,Centro Studi G. Toniolo,0391-8750	,	,1966	,http://www.giuseppetoniolo.com/wp-content/uploads/2009/07/Studi-Economici-e-Sociali-1-2-2012.pdf,1402	,C 
Studies in Agricultural Economics,Agrárgazdasági Kutató Intézet ,1418-2106	,	,	,https://www.aki.gov.hu/studies,1499	,C 
Studies in Business and Economics,Lucian Blaga University,1842-4120	,	,2006	,http://eccsf.ulbsibiu.ro/,1402	,C 
Studies in Comparative International Development,Springer International Publishing,0039-3606	,1936-6167	,1964	,http://www.springerlink.com/,1503	,A 
Studies in Economics and Econometrics,Bureau for Economic Research,0379-6205	,	,1977	,http://reference.sabinet.co.za/sa_epublication/bersee,1403	,B 
Studies in Economics and Finance,Emerald Group Publishing,1086-7376	,1755-6791	,1977	,http://www.emeraldinsight.com/loi/sef,1402	,B 
Studies in Higher Education,Taylor & Francis Online,0307-5079	,1470-174X	,1976	,http://www.tandfonline.com/cshe,1503	,A 
Studies in Nonlinear Dynamics & Econometrics,,1081-1826	,1558-3708 	,1996	,http://www.degruyter.com/view/j/snde,1403	,A 
Studies in Political Economy: a socialist review,Taylor & Francis Online,0707-8552	,	,1979	,http://www.tandfonline.com/loi/rsor20#.V4l7aFfwzBI,1402	,C 
Suffolk University Law Review,Suffolk University Law School,0039-4696	,	,1967	,http://www.heinonline.org/,180105	,B 
Supply Chain Management Review,Peerless Media - EH Publishing,1521-9747	,	,	,http://www.scmr.com/,1507	,B 
Supply Chain Management: an international journal,Emerald Group Publishing,1359-8546	,1758-6852	,1996	,http://www.emeraldinsight.com/journal/scm,1503	,A 
Survival,Taylor & Francis Online,0039-6338	,1468-2699	,1959	,http://www.tandfonline.com/tsur,1503	,B 
"Sustainability Accounting, Management and Policy Journal",,2040-8021	,	,2010	,http://www.emeraldinsight.com/sampj,1501	,B 
Sustainable Development,"John Wiley & Sons, Inc.",0968-0802	,1099-1719	,1993	,http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291099-1719,1499	,C 
Swedish Economic Policy Review,The Economic Council of Sweden ,1400-1829	,	,1989	,http://www.ifs.org.uk/publications/1545,1402	,C 
Syracuse Journal of International Law and Commerce,Syracuse University,0093-0709	,	,1972	,http://surface.syr.edu/jilc/,180125	,C 
System Dynamics Review,"John Wiley & Sons, Inc.",0883-7066	,1099-1727	,1975	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-SDR.html,1503	,A 
Systemic Practice and Action Research,Springer International Publishing,1094-429X	,1573-9295	,1988	,http://springerlink.metapress.com/,1503	,B 
Systems Research and Behavioral Science,"John Wiley & Sons, Inc.",1092-7026	,1099-1743	,1984	,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1743a,1503	,A 
Tarsadalom es Gazdasag,Akadémiai Kiadó Zrt,1588-9734	,1589-021X	,1994	,http://www.akademiai.com/content/119729,1402	,C 
Tax Law Review,New York University School of Law,0040-0041	,	,1945	,http://www.law.nyu.edu/tax/taxlawreview,180125	,A 
Tax Notes,"Tax Analysts and Advocates, Washington, D.C.",0270-5494	,	,1972	,http://www.taxanalysts.com/,180125	,C 
Tax Notes International ,Tax Analysts,1048-3306	,1528-767X	,1979	,http://www.taxanalysts.com/,180125	,C 
Tax policy journal : an annual summary of tax policy issues,Taxpayers Research Foundation,1833-1726	,	,2005	,http://www.taxpayer.com.au/Publications/,180125	,C 
Tax Specialist,Tax Institute,1329-1203	,	,1997	,http://www.taxinstitute.com.au/,180125	,B 
Taxation in Australia,Tax Institute,0494-8343	,	,1963	,http://www.taxinstitute.com.au/,180125	,C 
Teaching Business and Economics,Economics and Business Education Association,1367-3289	,	,1949	,http://www.ebea.org.uk/,1402	,C 
Teaching in Higher Education,Taylor & Francis Online,1356-2517	,1470-1294	,1996	,http://www.tandfonline.com/cthe,1503	,C 
Team Performance Management,Emerald Group Publishing,1352-7592	,1758-6860	,1995	,http://www.emeraldinsight.com/journal/tpm,1503	,C 
Technological Forecasting and Social Change,Elsevier,0040-1625	,1873-5509	,1969	,http://www.journals.elsevier.com/technological-forecasting-and-social-change,1503	,A 
Technology Analysis and Strategic Management,Taylor & Francis Online,0953-7325	,1465-3990	,1989	,http://www.tandfonline.com/ctas,1503	,B 
Technology in Society,Elsevier ,0160-791X	,1879-3274	,1979	,http://www.journals.elsevier.com/technology-in-society,806	,C 
Technometrics,American Statistical Association ,0040-1706	,1537-2723	,1959	,http://www.amstat.org/publications/tech.cfm,1503	,A 
Technovation,Elsevier,0166-4972	,1879-2383	,1981	,http://www.journals.elsevier.com/technovation,1503	,A 
Telematics and Informatics,Elsevier ,0736-5853	,1879-324X	,1984	,http://www.journals.elsevier.com/telematics-and-informatics,806	,C 
Teoros: revue de recherche en tourisme,"ESG UQAM, Belgrade",0712-8657	,	,1982	,http://teoros.revues.org/,1506	,C 
Test,Springer International Publishing,1133-0686	,1863-8260	,1950	,http://www.springerlink.com/,1503	,B 
Texas International Law Journal,University of Texas School of Law,0163-7479	,	,1965	,https://law.utexas.edu/publications/journals/texas-international-law-journal/,180105	,A 
The Accounting Review,American Accounting Association,0001-4826	,1558-7967	,1926	,http://aaajournals.org/loi/accr,1501	,A* 
The Adam Smith Review,The International Adam Smith Society,1743-5285	,	,2004	,http://www.adamsmithreview.org/,1499	,B 
The American Economic Review,American Economic Association ,0002-8282	,0065-812X	,1911	,http://www.aeaweb.org/aer/index.php,1402	,A* 
The American Sociologist,Springer International Publishing,0003-1232	,1936-4784	,1969	,http://www.springerlink.com/,1503	,B 
The American Statistician (AMSTAT),Taylor & Francis Online,0003-1305	,1537-2731	,	,http://www.tandfonline.com/mces,104	,B 
"The Annals of Regional Science: international journal of urban, regional and environmental research and policy",Springer International Publishing,0570-1864	,1432-0592	,1967	,http://link.springer.com/journal/168,1402	,B 
The Australian Economic Review,"John Wiley & Sons, Inc.",0004-9018	,1467-8462	,1968	,http://www.wiley.com/,1402	,B 
The Australian Journal of Agricultural and Resource Economics,"John Wiley & Sons, Inc.",1364-985X	,1467-8489	,1997	,http://www.wiley.com/,1402	,A 
The Baltic Journal of Road and Bridge Engineering,Vilnius Gediminas Technical University,1822-427X	,1822-4288	,2006	,http://www.bjrbe.vgtu.lt/journal.php,1507	,C 
The Bangladesh Development Studies (BDS),Bangladesh Institute of Development Studies,0304-095X	,	,1973	,http://bids.org.bd/page/introduction/,1503	,C 
The BE Journal of Economic Analysis and Policy ,De Gruyter,1935-1682	,1555-0494	,2001	,http://www.degruyter.com/view/j/bejeap,1401	,A 
The BE Journal of Macroeconomics,De Gruyter,1935-1690	,	,2007	,http://www.degruyter.com/view/j/bejm,1401	,A 
The BE Journal of Theoretical Economics,De Gruyter,1935-1704	,	,2001	,http://www.degruyter.com/view/j/bejte.2011.11.issue-1/1935-1704.1756/1935-1704.1756.xml,1401	,A 
"The Brooklyn Journal of Corporate, Financial and Commercial Law",Brooklyn Law School ,1934-2497	,	,2006	,http://brooklynworks.brooklaw.edu/bjcfcl/,180125	,C 
The Business Lawyer,American Bar Association ,0007-6899	,	,1946	,http://www.americanbar.org/publications/the_business_lawyer.html,180105	,A 
The China Review: an interdisciplinary journal on greater China,Thomson Reuters,1680-2012	,1015-6607	,1990	,http://ip-science.thomsonreuters.com/cgi-bin/jrnlst/jlresults.cgi?PC=MASTER&ISSN=1680-2012,1503	,C 
The Chinese Economy: translation and studies,Taylor & Francis Online,1097-1475	,1558-0954	,1967	,http://www.mesharpe.com/,1402	,B 
The Computer Journal,OXford University Press,0010-4620	,1460-2067	,	,http://comjnl.oxfordjournals.org/,806	,C 
The Consortium Journal of Hospitality and Tourism,Tuskegee University,1535-0568	,	,2005	,http://www.hospitalityhbcu.org/journal.html,1506	,C 
The Corporate Board,Vanguard Publications,0746-8652	,	,1980	,https://www.corporateboard.com/Home.aspx,180125	,C 
The Corporate Governance Law Review,Corporate Research Group,1449-9029	,	,2005	,http://search.informit.com.au/browseJournalTitle;issn=1449-9029;res=IELBUS,180125	,C 
The Economic and Labour Relations Review,Sage Publications,1035-3046	,	,1990	,http://elr.sagepub.com/. ,1402	,B 
The Economic History Review: a journal of economic and social history,"John Wiley & Sons, Inc.",0013-0117	,1468-0289	,1927	,http://www.wiley.com/,1402	,A 
The Economic Journal,"John Wiley & Sons, Inc. ",0013-0133	,1468-0297	,1891	,http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291468-0297,1402	,A* 
The Economic Record,"John Wiley & Sons, Inc.",0013-0249	,1475-4932	,1925	,http://www.wiley.com/bw/journal.asp?ref=0013-0249,1402	,A 
The Economics of Transition,"John Wiley & Sons, Inc.",0967-0750	,1468-0351	,1993	,http://www.wiley.com/bw/journal.asp?ref=0967-0750,1402	,A 
The Electronic Journal of Statistics,The Institute of Mathematical Statistics and the Bernoulli Society,1935-7524	,	,	,https://projecteuclid.org/euclid.ejs,104	,A 
The Electronic Library,Emerald Group Publishing Limited,0264-0473	,1768-616X	,	,http://www.emeraldinsight.com/loi/el,806	,B 
The European Accounting Review,Taylor & Francis Online,0963-8180	,1468-4497	,1992	,http://www.tandfonline.com/rear,1501	,A* 
The European Journal of Finance,Taylor & Francis Online,1351-847X	,1466-4364	,1995	,http://www.tandfonline.com/rejf,1502	,B 
The Florida Tax Review,"Tax Analysts, Arlington, VA",1066-3487	,	,1992	,http://www.heinonline.org/,180125	,A 
The Geneva Papers on Risk and Insurance - Issues and Practice,Springer International Publishing,1018-5895	,1468-0440	,1973	,http://www.springer.com/business+%26+management/finance/journal/41288/PSE,1502	,B 
The Geneva Risk and Insurance Review,Springer International Publishing,1554-964X	,1554-9658	,1976	,http://www.springer.com/business+%26+management/finance/journal/10713,1502	,B 
The Independent Review: a journal of political economy,Independent Institute,1086-1653	,	,1996	,http://www.independent.org/publications/tir/,1402	,C 
The Information Management Journal,Association of Records Managers and Administrators (ARMA) International,1535-2897	,1050-2343	,1967	,http://trove.nla.gov.au/work/27961543?selectedversion=NBD14505945,806	,B 
The Information Society,Taylor & Francis Online,0197-2243	,1087-6537	,	,http://www.tandfonline.com/utis,806	,A 
The International Journal of Accounting,Elsevier ,0020-7063	,	,1965	,http://www.journals.elsevier.com/the-international-journal-of-accounting,1501	,A 
The International Journal of Comparative Labour Law and Industrial Relations,Kluwer Law International ,0952-617X	,1875-838X	,1983	,http://www.kluwerlawonline.com/,180105	,B 
The International Journal of Digital Accounting Research,Rutgers University,1577-8517	,	,2001	,http://www.uhu.es/ijdar/,1501	,C 
"The International Journal of Environmental, Cultural, Economic and Social Sustainability",Common Ground Publishing Pty Ltd,1832-2077	,1832-2077	,2004	,http://onsustainability.com/journal/,1503	,C 
The International Journal of Logistics Management,Emerald Group Publishing,0957-4093	,1758-6550	,1990	,http://www.emeraldinsight.com/journal/ijlm,1503	,A 
The International Journal of Management Education,Elsevier ,1472-8117	,1472-8117	,2000	,http://www.business.ltsn.ac.uk,1503	,C 
The IUP Journal of Agricultural Economics,IUP Publications,0973-2276	,	,2004	,http://www.iupindia.in/Agricultural_Economics.asp,1499	,C 
The IUP Journal of Applied Economics (previously ICFAI),IUP Publications,0972-6861	,	,2002	,http://www.iupindia.in/Applied_Economics.asp,1402	,C 
The IUP Journal of Managerial Economics ,IUP Publications,0972-9305	,	,2003	,http://www.iupindia.in/Managerial_Economics.asp,1499	,C 
The IUP Journal of Monetary Economics (previously ICFAI),IUP Publications,0972-9291	,	,2003	,http://www.iupindia.in/monetary_economics.asp,1402	,C 
The IUP Journal of Public Finance,IUP Publications,0972-9356	,	,2003	,http://www.iupindia.in/208/ijpf.asp,1402	,C 
The Japanese Economy: translations and studies,Taylor & Francis Online,1097-203X	,1944-7256	,1972	,http://www.tandfonline.com/toc/fsij20/current#.V33sOqKMz3U,1402	,B 
The Journal of Accounting Case Research (discontinued),Captus University Publications,1192-2621	,	,1992	,http://www.captus.com/information/catalogue/book.asp?Book+Number=854,1501	,C 
The Journal of Alternative Investments,Institutional Investor Journals Group,1520-3255	,1520-3255	,1998	,http://www.iijournals.com/JAI/Default.asp,1502	,B 
The Journal of Applied Behavioral Science,Sage Publications,0021-8863	,1552-6879	,1965	,http://www.sagepub.com/,1503	,B 
The Journal of Asset Management,Springer International Publishing,1470-8272	,1479-179X	,2000	,http://www.springer.com/business+%26+management/finance/journal/41260,1502	,B 
The Journal of Business (Chicago)*,The University of Chicago Press,0021-9398	,1537-5374	,1922	,http://www.journals.uchicago.edu/toc/jb/current,1503	,A* 
The Journal of Cost Analysis and Management,Taylor & Francis Online,1541-1656	,	,1984	,http://www.tandfonline.com/loi/uzcm20#.V4gy8lfwzBI,1501	,C 
The Journal of Current Research in Global Business,Association for Global Business,2167-5694	,2167-5694	,1990	,http://www.jmu.edu/forlang/agb/~damanpfx/wsdindex.html,1503	,C 
The Journal of Derivatives,Institutional Investor Journals Group,1074-1240	,	,1993	,http://www.iijournals.com/,1502	,A 
The Journal of Development Effectiveness,Taylor & Francis Online,1943-9342	,1943-9407	,2009	,http://www.tandfonline.com/toc/rjde20/,1402	,C 
The Journal of Econometric Study of Northeast Asia (JESNA),"Economic Research Institute for Northeast Asia Kitakyusyu: International Centre for the Study of East Asian Development, Niigata, Japan ",1880-6988	,	,1995	,http://www.agi.or.jp/JESNA/JESNA_Vol.9_No.2_August2014.pdf,1403	,C 
The Journal of Economic Education,Taylor & Francis Online,0022-0485	,2152-4068	,1969	,http://www.tandfonline.com/vece,1402	,B 
The Journal of Economic History,Cambridge University Press,0022-0507	,1471-6372	,1941	,http://journals.cambridge.org/,1402	,A* 
The Journal of Economic Inequality,Springer International Publishing,1569-1721	,1573-8701	,2003	,http://www.springerlink.com/,1402	,B 
The Journal of Finance,American Finance Association,0022-1082	,1540-6261	,1946	,http://www.blackwellpublishing.com/,1502	,A* 
The Journal of Fixed Income,Institutional Investor Journals Group,1059-8596	,	,1991	,http://www.abe.pl/en/journal/14114/journal-of-fixed-income,1502	,A 
The Journal of Futures Markets,"John Wiley & Sons, Inc. ",0270-7314	,1096-9934	,1981	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-FUT.html,1502	,A 
The Journal of Gambling Business and Economics,University of Buckingham Press,1751-7990	,1751-8008	,2007	,http://www.ubplj.org/index.php/jgbe/index,1402	,B 
The Journal of High Technology Management Research,Elsevier,1047-8310	,1879-1638	,1990	,http://www.journals.elsevier.com/the-journal-of-high-technology-management-research,1503	,C 
The Journal of Hospitality Financial Management,Taylor & Francis Online,1091-3211	,2152-2790	,1991	,http://scholarworks.umass.edu/jhfm/ ,1504	,C 
The Journal of Industrial Economics,"John Wiley & Sons, Inc.",0022-1821	,1467-6451	,1952	,http://www.wiley.com/bw/journal.asp?ref=0022-1821,1402	,A 
The Journal of International Maritime Law,Lawtext Publishing,1478-8586	,	,1994	,http://www.lawtext.com/,180125	,C 
The Journal of International Trade and Economic Development: an international and comparative review,Taylor & Francis Online,0963-8199	,1469-9559	,1992	,http://www.tandfonline.com/rjte,1402	,B 
The Journal of Law and Economics,University of Chicago Law School,0022-2186	,1537-5285	,1958	,http://www.journals.uchicago.edu/journals/jle/about,1402	,A* 
